Number;Unit;Year;Mark
587;ANCRU1;2;A
593;ANCRU1;2;A
594;ANCRU1;3;E
595;ANCRU1;3;A
596;ANCRU1;2;E
597;ANCRU1;2;A
598;ANCRU1;2;E
599;ANCRU1;2;E
600;ANCRU1;2;A
601;ANCRU1;2;E
602;ANCRU1;2;A
603;ANCRU1;2;A
604;ANCRU1;2;E
605;ANCRU1;2;A
606;ANCRU1;2;A
607;ANCRU1;2;A
608;ANCRU1;2;A
609;ANCRU1;2;A
610;ANCRU1;2;A
611;ANCRU1;2;A
612;ANCRU1;2;A
613;ANCRU1;3;A
614;ANCRU1;2;A
615;ANCRU1;2;E
616;ANCRU1;2;E
617;ANCRU1;2;A
618;ANCRU1;2;A
619;ANCRU1;2;A
620;ANCRU1;2;A
621;ANCRU1;3;E
622;ANCRU1;2;E
623;ANCRU1;2;E
624;ANCRU1;2;E
625;ANCRU1;2;E
626;ANCRU1;1;A
627;ANCRU1;2;E
628;ANCRU1;2;A
630;ANCRU1;2;E
631;ANCRU1;1;A
632;ANCRU1;2;E
633;ANCRU1;2;A
634;ANCRU1;2;A
635;ANCRU1;2;E
636;ANCRU1;2;A
637;ANCRU1;2;E
638;ANCRU1;2;A
639;ANCRU1;2;E
640;ANCRU1;2;A
641;ANCRU1;2;A
642;ANCRU1;66;E
644;ANCRU1;3;A
646;ANCRU1;5;A
649;ANCRU1;66;A
652;ANCRU1;66;A
658;ANCRU1;4;A
203;ANCRU2;66;A
208;ANCRU2;1;A
210;ANCRU2;5;E
214;ANCRU2;4;E
215;ANCRU2;1;A
219;ANCRU2;1;A
220;ANCRU2;66;A
222;ANCRU2;1;A
223;ANCRU2;66;A
225;ANCRU2;1;A
226;ANCRU2;66;A
232;ANCRU2;2;E
233;ANCRU2;4;A
244;ANCRU2;3;A
248;ANCRU2;2;E
249;ANCRU2;2;A
260;ANCRU2;4;A
267;ANCRU2;4;A
269;ANCRU2;3;A
272;ANCRU2;2;A
273;ANCRU2;3;A
274;ANCRU2;4;E
281;ANCRU2;2;E
290;ANCRU2;3;A
295;ANCRU2;4;E
301;ANCRU2;3;A
304;ANCRU2;3;A
305;ANCRU2;2;A
312;ANCRU2;2;A
315;ANCRU2;2;A
316;ANCRU2;4;A
327;ANCRU2;3;A
333;ANCRU2;2;A
334;ANCRU2;6;A
336;ANCRU2;3;A
337;ANCRU2;4;A
339;ANCRU2;3;E
341;ANCRU2;3;A
344;ANCRU2;3;A
345;ANCRU2;3;A
346;ANCRU2;3;A
347;ANCRU2;3;A
353;ANCRU2;6;A
356;ARITH2;4;E
361;ARITH2;4;A
366;ARITH2;4;A
369;ARITH2;4;E
371;ARITH2;4;A
373;ARITH2;2;A
374;ARITH2;3;A
377;ARITH2;3;A
378;ARITH2;3;A
383;ARITH2;2;E
384;ARITH2;3;A
386;ARITH2;3;A
389;ARITH2;2;A
390;ARITH2;2;A
391;ARITH2;5;A
392;ARITH2;2;A
393;ARITH2;2;A
394;ARITH2;3;A
396;ARITH2;4;E
398;ARITH2;5;A
399;ARITH2;2;E
403;ARITH2;3;A
404;ARITH2;3;A
409;ARITH2;3;A
411;ARITH2;2;A
412;ARITH2;2;A
413;ARITH2;2;A
418;ARITH2;2;A
420;ARITH2;2;A
421;ARITH2;2;A
422;ARITH2;3;A
425;ARITH2;2;A
427;ARITH2;3;E
430;ARITH2;3;E
434;ARITH2;2;A
435;ARITH2;4;E
441;ARITH2;3;A
446;ARITH2;2;A
448;ARITH2;2;A
450;ARITH2;2;A
452;ARITH2;2;A
453;ARITH2;2;A
455;ARITH2;2;A
456;ARITH2;2;A
457;ARITH2;3;A
458;ARITH2;2;A
459;ARITH2;2;A
463;ARITH2;3;A
464;ARITH2;2;A
470;ARITH2;2;A
471;ARITH2;2;A
478;MUGGS2;3;A
479;MUGGS2;2;A
480;MUGGS2;3;E
482;MUGGS2;3;A
484;MUGGS2;2;A
485;MUGGS2;2;O
486;MUGGS2;2;A
497;MUGGS2;2;A
498;MUGGS2;2;E
499;MUGGS2;2;A
500;MUGGS2;3;A
503;MUGGS2;3;A
504;MUGGS2;2;E
505;MUGGS2;4;A
507;MUGGS2;2;A
509;MUGGS2;3;A
510;MUGGS2;3;A
513;MUGGS2;2;A
514;MUGGS2;2;A
515;MUGGS2;2;A
516;MUGGS2;2;A
518;MUGGS2;2;A
519;MUGGS2;2;A
520;MUGGS2;3;E
522;MUGGS2;2;A
523;MUGGS2;2;A
524;MUGGS2;2;A
526;MUGGS2;2;A
527;MUGGS2;2;A
528;MUGGS2;3;A
529;MUGGS2;3;A
530;MUGGS2;3;A
533;MUGGS2;2;A
535;MUGGS2;3;A
536;MUGGS2;3;A
537;MUGGS2;2;A
538;MUGGS2;2;A
539;MUGGS2;2;A
540;MUGGS2;2;A
541;MUGGS2;3;A
542;MUGGS2;3;A
543;MUGGS2;2;A
544;MUGGS2;2;A
545;MUGGS2;2;A
546;MUGGS2;3;A
548;MUGGS2;2;A
550;MUGGS2;2;A
551;MUGGS2;2;A
553;MUGGS2;2;A
558;MUGGS2;2;A
559;MUGGS2;2;A
560;MUGGS2;2;A
564;MUGGS2;2;A
566;MUGGS2;2;A
567;MUGGS2;2;A
568;MUGGS2;2;A
569;MUGGS2;3;A
570;MUGGS2;3;A
573;MUGGS2;3;E
574;MUGGS2;3;A
575;MUGGS2;2;A
576;MUGGS2;2;A
578;MUGGS2;2;A
579;MUGGS2;3;A
582;MUGGS2;2;A
584;MUGGS2;2;A
585;MUGGS2;2;A
586;MUGGS2;2;A
587;MUGGS2;4;A
593;MUGGS2;3;A
594;MUGGS2;3;A
595;MUGGS2;3;A
596;MUGGS2;2;A
597;MUGGS2;2;A
598;MUGGS2;2;A
599;MUGGS2;2;A
600;MUGGS2;2;A
601;MUGGS2;2;A
602;MUGGS2;2;A
603;MUGGS2;2;E
604;MUGGS2;2;E
605;MUGGS2;2;E
606;MUGGS2;2;E
607;MUGGS2;2;A
608;MUGGS2;2;A
609;MUGGS2;2;A
610;MUGGS2;2;A
611;MUGGS2;2;A
612;MUGGS2;2;A
613;MUGGS2;2;A
614;MUGGS2;2;A
615;MUGGS2;2;O
616;MUGGS2;2;E
617;MUGGS2;2;A
618;MUGGS2;2;A
619;MUGGS2;2;A
620;MUGGS2;2;A
621;MUGGS2;2;A
622;MUGGS2;2;E
623;MUGGS2;2;E
624;MUGGS2;2;E
625;MUGGS2;2;E
626;MUGGS2;66;A
627;MUGGS2;2;E
628;MUGGS2;2;A
630;MUGGS2;2;A
631;MUGGS2;1;A
632;MUGGS2;2;A
633;MUGGS2;2;A
634;MUGGS2;2;A
635;MUGGS2;2;A
636;MUGGS2;2;A
637;MUGGS2;2;A
638;MUGGS2;2;A
639;MUGGS2;2;A
640;MUGGS2;2;A
641;MUGGS2;2;A
642;MUGGS2;66;A
644;MUGGS2;3;A
646;MUGGS2;3;A
649;MUGGS2;66;A
652;MUGGS2;2;A
658;MUGGS2;5;A
203;CMAGC2;3;A
208;CMAGC2;3;A
210;CMAGC2;6;E
214;CMAGC2;5;A
215;CMAGC2;4;A
219;DIVIN2;4;A
220;DIVIN2;66;E
222;DIVIN2;3;A
223;DIVIN2;3;A
225;DIVIN2;3;A
226;DIVIN2;5;A
232;DIVIN2;3;E
233;DIVIN2;5;A
244;DIVIN2;5;A
248;DIVIN2;3;A
249;DIVIN2;3;A
260;DIVIN2;3;A
267;DIVIN2;5;A
269;DIVIN2;5;A
272;DIVIN2;3;A
273;DIVIN2;3;A
274;DIVIN2;5;A
281;DIVIN2;3;A
290;DIVIN2;4;A
295;DIVIN2;6;A
301;DIVIN2;4;E
304;DIVIN2;4;E
305;DIVIN2;4;A
312;DIVIN2;4;A
315;DIVIN2;3;A
316;DIVIN2;4;A
327;DIVIN2;3;A
333;DIVIN2;4;A
334;DIVIN2;4;A
336;DIVIN2;4;A
337;DIVIN2;5;A
339;DIVIN2;4;A
341;DIVIN2;4;A
344;DIVIN2;4;A
345;DIVIN2;4;A
346;DIVIN2;5;A
347;DIVIN2;5;A
353;DIVIN2;3;A
356;DIVIN2;5;E
361;DIVIN2;4;A
366;DIVIN2;4;A
369;DIVIN2;4;A
371;DIVIN2;4;A
373;DIVIN2;3;A
374;DIVIN2;4;A
377;DIVIN2;3;A
378;DIVIN2;4;A
383;DIVIN2;3;A
384;DIVIN2;4;A
386;DIVIN2;4;A
389;DIVIN2;3;A
390;CMAGC2;3;A
391;CMAGC2;4;A
392;CMAGC2;4;A
393;CMAGC2;4;A
394;CMAGC2;4;A
396;CMAGC2;5;A
398;CMAGC2;3;A
399;CMAGC2;3;A
403;CMAGC2;4;A
404;CMAGC2;4;A
409;CMAGC2;3;A
411;CMAGC2;3;E
412;CMAGC2;4;A
413;CMAGC2;3;A
418;CMAGC2;3;E
420;CMAGC2;3;A
421;CMAGC2;3;A
422;CMAGC2;4;A
425;CMAGC2;3;A
427;CMAGC2;3;A
430;CMAGC2;4;A
434;CMAGC2;3;A
435;CMAGC2;5;A
441;CMAGC2;3;A
446;CMAGC2;3;A
448;CMAGC2;3;A
450;CMAGC2;3;A
452;CMAGC2;3;A
453;CMAGC2;3;A
455;CMAGC2;3;A
456;CMAGC2;3;E
457;CMAGC2;4;A
458;CMAGC2;3;E
459;CMAGC2;3;A
463;CMAGC2;5;E
464;CMAGC2;3;A
470;CMAGC2;4;A
471;CMAGC2;3;A
478;DIVIN2;4;A
479;DIVIN2;4;A
480;DIVIN2;5;E
482;DIVIN2;4;A
484;DIVIN2;3;E
485;DIVIN2;3;E
486;DIVIN2;3;E
497;DIVIN2;66;A
498;DIVIN2;3;A
499;CMAGC2;3;A
500;CMAGC2;3;A
503;CMAGC2;4;A
504;CMAGC2;3;E
505;CMAGC2;5;A
507;CMAGC2;4;A
509;CMAGC2;4;A
510;CMAGC2;3;A
513;CMAGC2;3;A
514;CMAGC2;3;A
515;CMAGC2;3;A
516;CMAGC2;3;E
518;ANCRU2;3;A
519;ANCRU2;3;A
520;ANCRU2;4;A
522;ANCRU2;3;A
523;ANCRU2;4;A
524;ANCRU2;3;A
526;ANCRU2;3;A
527;ANCRU2;3;A
528;ANCRU2;3;A
529;ANCRU2;3;A
530;ANCRU2;4;E
533;ANCRU2;3;A
535;ANCRU2;3;A
536;ANCRU2;3;A
537;ANCRU2;3;A
538;ANCRU2;3;A
539;ANCRU2;3;A
540;ANCRU2;3;A
541;ANCRU2;3;A
542;ANCRU2;3;A
543;ANCRU2;3;A
544;ANCRU2;3;A
545;ANCRU2;3;A
546;ANCRU2;4;E
548;ANCRU2;3;A
550;ANCRU2;3;A
551;ANCRU2;3;A
553;ANCRU2;3;A
558;ANCRU2;3;A
559;ANCRU2;3;A
560;ANCRU2;3;A
564;ANCRU2;3;A
566;ANCRU2;3;A
567;ANCRU2;3;A
568;ANCRU2;3;E
569;ANCRU2;3;A
570;ANCRU2;4;A
573;ANCRU2;4;E
574;ANCRU2;4;E
575;ANCRU2;3;A
576;ANCRU2;3;A
578;ANCRU2;3;A
579;ANCRU2;3;A
582;ANCRU2;3;A
584;ANCRU2;3;A
585;ANCRU2;5;A
586;ANCRU2;3;A
587;ANCRU2;3;A
593;ANCRU2;3;A
594;ANCRU2;4;A
595;ANCRU2;4;A
596;ANCRU2;3;E
597;ANCRU2;3;A
598;ANCRU2;4;E
599;ANCRU2;3;A
600;ANCRU2;3;A
601;ANCRU2;3;O
602;ANCRU2;3;A
603;ANCRU2;3;A
604;ANCRU2;3;A
605;ANCRU2;3;O
606;ANCRU2;3;A
607;ANCRU2;3;A
608;ANCRU2;3;A
609;ANCRU2;3;A
610;ANCRU2;4;E
611;ANCRU2;3;A
612;ANCRU2;3;A
613;ANCRU2;3;A
614;ANCRU2;3;A
615;ANCRU2;3;O
616;ANCRU2;3;O
617;ANCRU2;3;A
618;ANCRU2;3;A
619;ANCRU2;3;A
620;ANCRU2;3;E
621;ANCRU2;3;A
622;ANCRU2;3;E
623;ANCRU2;3;E
624;ANCRU2;3;E
625;ANCRU2;3;O
626;ANCRU2;3;E
627;ANCRU2;3;E
628;ANCRU2;3;E
630;ANCRU2;3;E
631;ANCRU2;3;A
632;ANCRU2;3;E
633;ANCRU2;3;A
634;ANCRU2;66;A
635;ANCRU2;3;E
636;ANCRU2;3;A
637;ANCRU2;3;A
638;ANCRU2;3;A
639;ANCRU2;3;A
640;ANCRU2;3;A
641;ANCRU2;3;E
642;ANCRU2;66;A
644;ANCRU2;4;A
646;ANCRU2;5;A
649;ANCRU2;66;A
652;ANCRU2;66;A
658;ANCRU2;66;A
203;ANCRU3;3;A
208;ANCRU3;3;A
210;ANCRU3;6;E
214;ANCRU3;5;A
215;ANCRU3;4;A
219;ANCRU3;4;E
220;ANCRU3;66;A
222;ANCRU3;4;A
223;ANCRU3;3;A
225;ANCRU3;66;A
226;ANCRU3;66;A
232;ANCRU3;2;A
233;ANCRU3;6;A
244;ANCRU3;3;A
248;ANCRU3;3;A
249;ANCRU3;3;A
260;ANCRU3;4;A
267;ANCRU3;4;A
269;ANCRU3;4;A
272;ANCRU3;3;A
273;ANCRU3;3;A
274;ANCRU3;6;A
281;ANCRU3;2;A
290;ANCRU3;4;A
295;ANCRU3;5;A
301;ANCRU3;4;A
304;ANCRU3;5;E
305;ANCRU3;3;A
312;ANCRU3;3;A
315;ANCRU3;3;A
316;ANCRU3;4;A
327;ANCRU3;3;A
333;ANCRU3;3;E
334;ANCRU3;4;E
336;ANCRU3;6;A
337;ANCRU3;5;A
339;ANCRU3;4;A
341;ANCRU3;4;A
344;ANCRU3;4;A
345;ANCRU3;5;A
346;ANCRU3;4;A
347;ANCRU3;5;A
353;ANCRU3;3;A
356;ARITH3;5;A
361;ARITH3;5;A
366;ARITH3;4;A
369;ARITH3;5;A
371;ARITH3;4;A
373;ARITH3;3;A
374;ARITH3;4;A
377;ARITH3;4;A
378;ARITH3;3;A
383;ARITH3;3;E
384;ARITH3;4;A
386;ARITH3;4;A
389;ARITH3;3;A
390;ARITH3;3;A
391;ARITH3;4;A
392;ARITH3;4;A
393;ARITH3;4;A
394;ARITH3;4;A
396;ARITH3;5;A
398;ARITH3;3;A
399;ARITH3;3;A
403;ARITH3;4;A
404;ARITH3;4;A
409;ARITH3;3;A
411;ARITH3;3;E
412;ARITH3;4;A
413;ARITH3;3;A
418;ARITH3;3;E
420;ARITH3;3;A
421;ARITH3;3;A
422;ARITH3;4;A
425;ARITH3;3;A
427;ARITH3;3;A
430;ARITH3;4;A
434;ARITH3;3;A
435;ARITH3;5;A
441;ARITH3;3;A
446;ARITH3;3;A
448;ARITH3;3;A
450;ARITH3;3;A
452;ARITH3;3;A
453;ARITH3;3;A
455;ARITH3;3;A
456;ARITH3;3;E
457;ARITH3;4;A
458;ARITH3;3;E
459;ARITH3;3;A
463;ARITH3;5;E
464;ARITH3;3;A
470;ARITH3;4;A
471;ARITH3;3;A
478;MUGGS3;4;A
479;MUGGS3;4;A
480;MUGGS3;5;E
482;MUGGS3;4;A
484;MUGGS3;3;E
485;MUGGS3;3;E
486;MUGGS3;3;E
497;MUGGS3;66;A
498;MUGGS3;3;A
499;MUGGS3;3;A
500;MUGGS3;3;A
503;MUGGS3;4;E
504;MUGGS3;3;A
505;MUGGS3;5;A
507;MUGGS3;3;A
509;MUGGS3;4;E
510;MUGGS3;3;A
513;MUGGS3;3;A
514;MUGGS3;3;E
515;MUGGS3;3;A
516;MUGGS3;3;A
518;MUGGS3;3;A
519;MUGGS3;3;A
520;MUGGS3;4;A
522;MUGGS3;3;A
523;MUGGS3;3;A
524;MUGGS3;3;E
526;MUGGS3;3;A
527;MUGGS3;3;A
528;MUGGS3;3;A
529;MUGGS3;4;A
530;MUGGS3;4;A
533;MUGGS3;3;A
535;MUGGS3;3;A
536;MUGGS3;3;A
537;MUGGS3;3;A
538;MUGGS3;3;E
539;MUGGS3;3;E
540;MUGGS3;3;E
541;MUGGS3;4;A
542;MUGGS3;3;A
543;MUGGS3;3;A
544;MUGGS3;3;A
545;MUGGS3;3;A
546;MUGGS3;4;A
548;MUGGS3;3;A
550;MUGGS3;3;A
551;MUGGS3;4;A
553;MUGGS3;3;A
558;MUGGS3;4;E
559;MUGGS3;4;A
560;MUGGS3;3;A
564;MUGGS3;3;A
566;MUGGS3;3;E
567;MUGGS3;3;A
568;MUGGS3;3;A
569;MUGGS3;3;A
570;MUGGS3;4;A
573;MUGGS3;3;E
574;MUGGS3;4;E
575;MUGGS3;3;A
576;MUGGS3;3;A
578;MUGGS3;3;A
579;MUGGS3;5;A
582;MUGGS3;3;E
584;MUGGS3;3;A
585;MUGGS3;3;A
586;MUGGS3;3;A
587;MUGGS3;4;A
593;MUGGS3;3;A
594;MUGGS3;4;A
595;MUGGS3;4;A
596;MUGGS3;3;E
597;MUGGS3;3;A
598;MUGGS3;3;A
599;MUGGS3;3;E
600;MUGGS3;3;A
601;MUGGS3;3;E
602;MUGGS3;3;E
603;MUGGS3;3;E
604;MUGGS3;3;E
605;MUGGS3;3;E
606;MUGGS3;3;E
607;MUGGS3;3;A
608;MUGGS3;3;A
609;MUGGS3;3;E
610;MUGGS3;3;A
611;MUGGS3;3;A
612;MUGGS3;3;A
613;MUGGS3;3;E
614;MUGGS3;3;E
615;MUGGS3;3;O
616;MUGGS3;3;E
617;MUGGS3;3;A
618;MUGGS3;3;A
619;MUGGS3;3;A
620;MUGGS3;3;E
621;MUGGS3;3;E
622;MUGGS3;3;E
623;MUGGS3;3;O
624;MUGGS3;3;E
625;MUGGS3;3;O
626;MUGGS3;3;A
627;MUGGS3;3;O
628;MUGGS3;3;A
630;MUGGS3;3;E
631;MUGGS3;2;A
632;MUGGS3;3;A
633;MUGGS3;3;E
634;MUGGS3;3;A
635;MUGGS3;3;E
636;MUGGS3;3;E
637;MUGGS3;3;A
638;MUGGS3;3;E
639;MUGGS3;3;A
640;MUGGS3;3;A
641;MUGGS3;3;E
642;MUGGS3;66;A
644;MUGGS3;5;A
646;MUGGS3;6;A
649;MUGGS3;66;E
652;MUGGS3;66;A
658;MUGGS3;66;A
203;CMAGC3;8;E
208;CMAGC3;6;A
210;CMAGC3;7;E
214;CMAGC3;8;A
215;CMAGC3;4;A
219;DIVIN3;6;A
220;DIVIN3;66;E
222;DIVIN3;4;A
223;DIVIN3;4;E
225;DIVIN3;5;A
226;DIVIN3;7;E
232;DIVIN3;4;E
233;DIVIN3;6;A
244;DIVIN3;7;A
248;DIVIN3;6;A
249;DIVIN3;4;A
260;DIVIN3;8;A
267;DIVIN3;7;A
269;DIVIN3;7;A
272;DIVIN3;8;E
273;DIVIN3;6;A
274;DIVIN3;5;A
281;DIVIN3;7;E
290;DIVIN3;6;A
295;DIVIN3;5;A
301;DIVIN3;6;E
304;DIVIN3;5;A
305;DIVIN3;7;A
312;DIVIN3;7;A
315;DIVIN3;5;A
316;DIVIN3;5;A
327;DIVIN3;4;A
333;DIVIN3;7;A
334;DIVIN3;6;A
336;DIVIN3;7;A
337;DIVIN3;7;A
339;DIVIN3;6;A
341;DIVIN3;6;A
344;DIVIN3;6;A
345;DIVIN3;7;A
346;DIVIN3;6;A
347;DIVIN3;7;A
353;DIVIN3;7;A
356;DIVIN3;6;A
361;DIVIN3;6;A
366;DIVIN3;5;A
369;DIVIN3;7;A
371;DIVIN3;6;A
373;DIVIN3;5;A
374;DIVIN3;5;A
377;DIVIN3;7;A
378;DIVIN3;7;A
383;DIVIN3;5;A
384;DIVIN3;7;A
386;DIVIN3;7;O
389;DIVIN3;5;A
390;CMAGC3;4;A
391;CMAGC3;7;A
392;CMAGC3;7;A
393;CMAGC3;5;A
394;CMAGC3;5;A
396;CMAGC3;7;A
398;CMAGC3;7;A
399;CMAGC3;4;A
403;CMAGC3;8;E
404;CMAGC3;6;A
409;CMAGC3;4;A
411;CMAGC3;4;A
412;CMAGC3;7;A
413;CMAGC3;4;A
418;CMAGC3;4;A
420;CMAGC3;6;A
421;CMAGC3;6;A
422;CMAGC3;6;A
425;CMAGC3;4;A
427;CMAGC3;5;A
430;CMAGC3;6;E
434;CMAGC3;4;A
435;CMAGC3;7;E
441;CMAGC3;7;E
446;CMAGC3;6;A
448;CMAGC3;4;A
450;CMAGC3;4;A
452;CMAGC3;4;A
453;CMAGC3;4;E
455;CMAGC3;6;A
456;CMAGC3;5;A
457;CMAGC3;6;A
458;CMAGC3;7;E
459;CMAGC3;4;A
463;CMAGC3;5;A
464;CMAGC3;7;A
470;CMAGC3;6;A
471;CMAGC3;5;A
478;DIVIN3;5;A
479;DIVIN3;4;E
480;DIVIN3;6;A
482;DIVIN3;5;A
484;DIVIN3;4;A
485;DIVIN3;4;O
486;DIVIN3;4;O
497;DIVIN3;3;A
498;DIVIN3;4;E
499;CMAGC3;5;A
500;CMAGC3;6;A
503;CMAGC3;5;E
504;CMAGC3;4;E
505;CMAGC3;6;A
507;CMAGC3;5;E
509;CMAGC3;6;E
510;CMAGC3;5;A
513;CMAGC3;4;E
514;CMAGC3;4;E
515;CMAGC3;5;O
516;CMAGC3;4;A
518;ANCRU3;4;A
519;ANCRU3;4;E
520;ANCRU3;5;O
522;ANCRU3;5;E
523;ANCRU3;4;E
524;ANCRU3;4;A
526;ANCRU3;4;A
527;ANCRU3;4;O
528;ANCRU3;5;E
529;ANCRU3;5;E
530;ANCRU3;4;A
533;ANCRU3;4;E
535;ANCRU3;4;O
536;ANCRU3;5;E
537;ANCRU3;5;E
538;ANCRU3;4;E
539;ANCRU3;4;A
540;ANCRU3;5;E
541;ANCRU3;5;E
542;ANCRU3;4;O
543;ANCRU3;4;E
544;ANCRU3;4;E
545;ANCRU3;4;A
546;ANCRU3;5;E
548;ANCRU3;4;E
550;ANCRU3;4;A
551;ANCRU3;4;E
553;ANCRU3;4;O
558;ANCRU3;5;E
559;ANCRU3;4;A
560;ANCRU3;5;A
564;ANCRU3;4;A
566;ANCRU3;4;E
567;ANCRU3;4;A
568;ANCRU3;4;O
569;ANCRU3;5;E
570;ANCRU3;4;E
573;ANCRU3;5;E
574;ANCRU3;5;E
575;ANCRU3;5;E
576;ANCRU3;5;E
578;ANCRU3;4;E
579;ANCRU3;4;E
582;ANCRU3;4;E
584;ANCRU3;4;A
585;ANCRU3;4;A
586;ANCRU3;4;A
587;ANCRU3;4;A
593;ANCRU3;5;E
594;ANCRU3;5;A
595;ANCRU3;5;E
596;ANCRU3;4;E
597;ANCRU3;5;E
598;ANCRU3;4;E
599;ANCRU3;4;E
600;ANCRU3;4;E
601;ANCRU3;4;O
602;ANCRU3;4;O
603;ANCRU3;4;O
604;ANCRU3;4;A
605;ANCRU3;4;O
606;ANCRU3;4;A
607;ANCRU3;4;E
608;ANCRU3;4;E
609;ANCRU3;4;A
610;ANCRU3;5;A
611;ANCRU3;4;O
612;ANCRU3;4;E
613;ANCRU3;5;O
614;ANCRU3;4;O
615;ANCRU3;4;O
616;ANCRU3;4;E
617;ANCRU3;4;E
618;ANCRU3;4;E
619;ANCRU3;4;A
620;ANCRU3;4;E
621;ANCRU3;5;E
622;ANCRU3;4;E
623;ANCRU3;4;O
624;ANCRU3;4;O
625;ANCRU3;4;E
626;ANCRU3;4;O
627;ANCRU3;4;E
628;ANCRU3;4;A
630;ANCRU3;4;E
631;ANCRU3;5;E
632;ANCRU3;4;E
633;ANCRU3;4;E
634;ANCRU3;4;E
635;ANCRU3;4;E
636;ANCRU3;4;A
637;ANCRU3;5;E
638;ANCRU3;4;A
639;ANCRU3;4;E
640;ANCRU3;5;E
641;ANCRU3;4;O
642;ANCRU3;66;O
644;ANCRU3;5;O
646;ANCRU3;6;A
649;ANCRU3;66;A
652;ANCRU3;4;E
658;ANCRU3;66;A
203;ANCRU4;3;A
208;ANCRU4;4;A
210;ANCRU4;7;O
214;ANCRU4;8;A
215;ANCRU4;3;A
219;ANCRU4;6;A
220;ANCRU4;66;A
222;ANCRU4;3;A
223;ANCRU4;7;A
225;ANCRU4;3;A
226;ANCRU4;3;A
232;ANCRU4;4;O
233;ANCRU4;6;A
244;ANCRU4;7;E
248;ANCRU4;4;A
249;ANCRU4;4;A
260;ANCRU4;4;E
267;ANCRU4;7;E
269;ANCRU4;6;A
272;ANCRU4;4;A
273;ANCRU4;4;A
274;ANCRU4;5;E
281;ANCRU4;4;E
290;ANCRU4;5;A
295;ANCRU4;6;A
301;ANCRU4;6;E
304;ANCRU4;5;E
305;ANCRU4;4;E
312;ANCRU4;4;E
315;ANCRU4;4;A
316;ANCRU4;5;E
327;ANCRU4;4;E
333;ANCRU4;4;E
334;ANCRU4;6;A
336;ANCRU4;6;A
337;ANCRU4;6;A
339;ANCRU4;5;E
341;ANCRU4;5;A
344;ANCRU4;6;A
345;ANCRU4;7;E
346;ANCRU4;6;A
347;ANCRU4;6;A
353;ANCRU4;4;E
356;ARITH4;6;E
361;ARITH4;6;E
366;ARITH4;4;E
369;ARITH4;5;E
371;ARITH4;5;E
373;ARITH4;4;E
374;ARITH4;5;A
377;ARITH4;5;E
378;ARITH4;7;E
383;ARITH4;4;A
384;ARITH4;5;A
386;ARITH4;5;A
389;ARITH4;4;E
390;ARITH4;4;E
391;ARITH4;6;A
392;ARITH4;6;A
393;ARITH4;4;E
394;ARITH4;5;E
396;ARITH4;7;E
398;ARITH4;4;A
399;ARITH4;4;A
403;ARITH4;5;E
404;ARITH4;4;A
409;ARITH4;4;A
411;ARITH4;4;E
412;ARITH4;4;A
413;ARITH4;4;E
418;ARITH4;4;E
420;ARITH4;4;A
421;ARITH4;4;A
422;ARITH4;5;A
425;ARITH4;4;E
427;ARITH4;5;A
430;ARITH4;6;O
434;ARITH4;4;A
435;ARITH4;7;E
441;ARITH4;4;A
446;ARITH4;5;A
448;ARITH4;4;E
450;ARITH4;4;A
452;ARITH4;4;E
453;ARITH4;4;E
455;ARITH4;4;A
456;ARITH4;4;A
457;ARITH4;5;A
458;ARITH4;4;E
459;ARITH4;4;A
463;ARITH4;6;A
464;ARITH4;4;A
470;ARITH4;6;E
471;ARITH4;5;A
478;MUGGS4;5;A
479;MUGGS4;4;E
480;MUGGS4;6;A
482;MUGGS4;5;A
484;MUGGS4;4;A
485;MUGGS4;4;O
486;MUGGS4;4;O
497;MUGGS4;3;A
498;MUGGS4;4;E
499;MUGGS4;5;A
500;MUGGS4;6;A
503;MUGGS4;5;E
504;MUGGS4;4;E
505;MUGGS4;6;A
507;MUGGS4;5;E
509;MUGGS4;6;E
510;MUGGS4;5;A
513;MUGGS4;4;E
514;MUGGS4;4;E
515;MUGGS4;5;O
516;MUGGS4;4;A
518;MUGGS4;4;A
519;MUGGS4;4;A
520;MUGGS4;5;E
522;MUGGS4;5;A
523;MUGGS4;4;A
524;MUGGS4;4;A
526;MUGGS4;5;A
527;MUGGS4;4;A
528;MUGGS4;5;A
529;MUGGS4;5;E
530;MUGGS4;4;A
533;MUGGS4;4;E
535;MUGGS4;4;A
536;MUGGS4;4;A
537;MUGGS4;5;E
538;MUGGS4;4;E
539;MUGGS4;4;A
540;MUGGS4;5;A
541;MUGGS4;5;A
542;MUGGS4;4;A
543;MUGGS4;4;A
544;MUGGS4;4;E
545;MUGGS4;4;A
546;MUGGS4;5;A
548;MUGGS4;4;A
550;MUGGS4;5;A
551;MUGGS4;4;A
553;MUGGS4;4;A
558;MUGGS4;5;A
559;MUGGS4;4;E
560;MUGGS4;5;A
564;MUGGS4;4;E
566;MUGGS4;4;E
567;MUGGS4;4;A
568;MUGGS4;4;E
569;MUGGS4;5;E
570;MUGGS4;4;A
573;MUGGS4;5;E
574;MUGGS4;5;E
575;MUGGS4;5;E
576;MUGGS4;5;A
578;MUGGS4;4;E
579;MUGGS4;4;A
582;MUGGS4;4;E
584;MUGGS4;4;A
585;MUGGS4;4;A
586;MUGGS4;4;A
587;MUGGS4;4;A
593;MUGGS4;5;A
